epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1075.35,1.06569,2.48263,1.49026,0.51443,0.36134,0.35223,0.19631,1.29276,3.00697,2.09575,0.0667381,3.32952e-05,3.32952e-05
